Customer Review,Sentiment
"barang baru datang pertma saya coba di samsung A52 bisa terbaca,baru saya pasang di cctv ternyta ga bisa.penasran saya coba di samsung m30 juga ga bisa,pensran lagi saya coba di oppo A15 ternyta ga bisa juga.masih pensran saya coba lagi disamsung A52 ternyta dh ga bisa.Seumur umur baru ini saya kasih bintang 1,klaim garansi ternyta ribet juga.kapok saya belnja di apliksi ini maupun toko ini,masih enkn tko seblah.komplain kepenjual disurh komplain ke toped,komplain toped disurh komplain dulu gimna baiknuy sama penjual.hadeh..pok kapok saya..",Negative
"sebelum mempercayakan penyimpanan data kalian . mending pikir dulu deh . saya baru pakai blm 2 minggu , kartu langsung tidak terbaca lagi . mana ada data yg tidak bsa di selamatkan . dan proses garansinya aja pake estimasi sebulan . yap SEBULAN . mending beli yg pasti aja . merk baru blum tentu terjamin kualitasnya . Be carefull and keep healthy . thx",Negative
"Sangat kecewa sekali. Produk kakinya goyang tidak rata oglek2. Hati2 jika membeli warna putih, karena tidak sesuai difoto produk. Barang yg sampai warna coklat, tapi penjual ngotot meja yg diterima saya itu warna putih sesuai foto dan tidak mau menerima komplain. Saya lihat review beberapa pembeli lainnya juga mengalami hal yg sama seperti saya, dikirimkan warna berbeda dari yang dipesan. Walaupun saya sudah bertanya dulu di msg memastikan sebelum membeli dan menulis pesan sewaktu order, percuma saja.",Negative
"baru pake 3 hari udh berulah, susah hidup, kadang hang, frezee blank saat lagi on komputer. minta di ganti gk di respon trs buat apa embel2 garansi lifetime? not recommended",Negative
"RAMnya gabisa di pakai walau udh minta tuker 2x, giliran dimintain refund susah banget, jangan mau beli disini pokoknya ga recommend banget, hati hatii sama RAM palsu",Negative
Suara kecil sebelah.. ini produk bermasalah kaulitas kontrolnya. Gak rekomen.,Negative
"Laptop rusak, pass di aktifkan fan error, setelah di perbaiki ternyata keyboardnya rusak, setelah ganti keyboardnya ternyata adaptornya rusak. jangan belanja disini",Negative
"barang sesuai, bagus dan cepat sampai",Positive
produk mantapp????,Positive
barang sudah sampai. barang bagus... Sesuai dengan deskripsi produk.,Positive
ukuran karet sesuai . Mantul...?? dan waktu pengiriman lebih cepat dari jadwalnya... mantap dah... is the best..??,Positive
pengiriman cepat.. barang kondisi bagus.. makasih ya??,Positive
"Barang sesuai pesanan, kondisi berfungsi dengan baik. Seller responsif proses kirim cepat. Recommended!!!",Positive
barangnya bagus!! Kualitas Product Bagus. Harga terjangkau!. Recomended.,Positive
"brg sampai, packing oke, cocok bt kado, ada bonus dompet koin??",Positive
Bisa melempar jauh. Sesuai dengan deskripsi produk. Selalu ready stock!. Packing rapi ??.,Positive
"barang bagus sesuai harapan,pouchnya mantap cukup bagus.service seller ok buanget.terima kasih barang sesuai iklan",Positive
"pengiriman cepat, barang bagus packing rapi, terimakasih",Positive
Kualitas Product Bagus. Material bagus. Harga terjangkau!. Recomended.,Positive
Kualitas Product Bagus. Material bagus. Recomended. Harga terjangkau!.,Positive
"baru juga dipesan langsung di proses,penjual ramah beyblade berputar kencang seperti dan juga harga lebih murah dari toko laen",Positive
Kartu nya lengkap. Harga Kompetitif. Seru bgt game nya!.,Positive
Kartu nya lengkap Seru bgt game nya! Harga Kompetitif,Positive
"Terima kasih, pesanan sesuai",Positive
Kartu nya lengkap. packing baik. model terbaru. ready stock.,Positive
barang sesuai deskripsi. pengiriman cepat. recommended seller.,Positive
"Barang sangat berkualitas sebanding dg harga, kelengkapan banyak, sudah dapat tas, panduan yg jelas dan buku moderator tebal. Box kartu juga tebal. Mantappl",Positive
"Mantap gan, barang mendarat dengan mulus. Kartu oke. Pemerannya lengkap juga. Ada buku panduan ama buku catetan buat moderator. Makasih gan.",Positive
"enak kartunya, sesuai ekspektasi, plastik beneran. licin . dan kerasa bakal awet",Positive
Barang berfungsi dengan baik. Packaging aman ??. Packaging aman ??. Barangnya original ??.,Positive
bagus dan tahan lama banget,Positive
paket sdh diterima dgn baik sesuai pesanan... respon dan proses nya cepat... packing nya juga rapi dan safety... thanks gan ??,Positive
Barangnya original ??. Packaging aman ??.,Positive
bagus bangettt dapet promo jadi cuman bayar Rp 200 mantap,Positive
"barang bagus, gak mudah robek, bahan plastik.....",Positive
keren sdh tiba kartu Remi Nya Packaging aman ??.,Positive
Packaging aman ??. Barang berfungsi dengan baik.,Positive
Barang berfungsi dengan baik. Packaging aman ??.,Positive
kualitas barang bagus harga murah,Positive
pengiriman cepat dan packing aman...dapat harga flashsale....,Positive
"saya beli 3,,allhamdulillah barang sampai tujuan dan sangat memuaskan",Positive
sangat amazing cool A F barang cepat sampee luar biasa,Positive
Pelayanan terbaik dan barang original,Positive
Mantap nih kartu murah bagus kualitas nya... Gak nyesel,Positive
"bener-bener sesuai ekspektasi sih, auto belajar Triumph ??",Positive
"packing rapi, pengiriman cepat. seller responsif. produk bagus dan ori. recommended lah pokoknya",Positive
"mantap, barang bagus, pack juga aman banget. Bener2 recommended seller deh buat nyari playing card yg keren2 begini.",Positive
barangnya datang dalam keadaan tidak bagus,Negative
"Yg bikin kecewa pesen 6 items yg nyampe cuma satu. Masih saya tunggu kekurangan barangnya UNO STACKO KAYU, uno card 2pcs dan werewolf 2pcs. Kalau tidak tolong refund aja uangnya.",Negative
"sangat kecewa, tidak seperti dulu. Pakcing sangat buruk. box kayu hancur. beli 20 bh untuk jual lagi. gak ada yang bagus. Retur kena biaya lagi. terpaksa kami jual tanpa box kayu.",Negative
Kecewa sih. Potongannya gak rapi. Ukurannya beda beda. Ada yg lebih besar lebih kecil wtf dgn harga segitu harusnya kualitas uda bagus. Gak worth! Setipis kartu remi. Bagusnya dikemasan doang. Kemasannya oke menarik. Tp yg paling penting kan isinya pak. 75k wtf. Gak ikhlas.,Negative
kecewa. kok brg rusak dikirim. di chat lama responnya sampai batas waktu otomatis habis. padahal sdh langganan lama ditoko ini..,Negative
padahal yg diminta dino sama unicorn mlh yg dtg mickey mouse....anak saya kecewa loh mba....,Negative
buset di kasih merk ares. di pake di pod kuy 1 hari langsung bau gosong.. perdana kecewa belanja di toko ini..,Negative
maaf tapi sy aga kecewa ga seperti yg sudah2 bli ko polos gada tulisan kuy /movi jadi gayakin asli skali lg mohon maaf tapi ini ulasan jujur saya,Negative
"Barangnya ga sesuai sama gambar, ukuran nya kecil.. kecewa pkoknya",Negative
"Barang kecil banget, salah saya sih Tapi ya gimana, namanya kecewa",Negative
"tidak sesuai harapan, barang sangat kecil jadi susah buat dimainin",Negative
"pesen apa dikasih apa,,,,kecewa bgt",Negative
ini si bukan mobil hotwheels. nggak sesuai sama iklan. mengecewakan,Negative
harga segini kurang worth it.bahan tidak tebal. ada yang lebih murah detail dan bahan lebih baik. sorry,Negative
"seller kurang respon, kecewa",Negative
"Mengecewakan sih, seller kurang friendly",Negative
"Barang rusak ga berfungsi sama sekali� ga bisa di mainin sama sekali, parahhh",Negative
nggak fungsi..pisaunya ditusuk semua ke dalam tong tapi kepalanya tetap stay,Negative
"barang kagak sampe,...beneran kagak sampe. gak jelas toko nya apa aplikasinya ini kecewa",Negative
produknya sekali pakai doang setelah itu rusak... kecewa bangettt,Negative
barang tipis banget jd sampai udh pecah... jd langsung buang tempat sampah....,Negative
"barang datang di kasih yang rusak, sungguh mengecewakan!!!! mainan nya tidak bisa nyangap... kapok beli di sini lagi!!!",Negative
Kecewa barang pas sampai gak bisa dipakai,Negative
Pengiriman Lama dan Mainan Gak berfungsi dengan baik,Negative
"maennanya macet g bisa nutup mulutnya,,kecewa",Negative
KECEWA,Negative
Retak... padahal sudah pakai asuransi... sangat kecewaaa,Negative
"BArang nya rusak, yah ada harga ada kualitas",Negative
barang retak malas retur nanti lama lagi anaknya keburu sedih,Negative
Kualitas produk mengecewakan. Mulut buaya baru dibuka 2x sudah stuck dan tidak bisa dipakai lagi. Klaim bisa mengembalikan barang juga ternyata prosedurnya tidak mudah. Akhirnya cuma jadi sampah di rumah.,Negative
Proses pengiriman mengecewakan. Sebagai customer sangat merasa tdk dibantu ketika bertanya penjual merespon dengan kurang baik. So sad,Negative
"Saya kecewa, di tunggu tidak ada respon yg baik dari penjual nya,",Negative
kecewa sama tokonya,Negative
Barang yang sudah berlubang (model persegi) pun bisa2 nya di kirim ke buyer nya. untuk model bulat warnanya berantakan. jelek sekali,Negative
kualitas main amat buruk.,Negative
barang nya rusak,Negative
bahannya jelek kualitasnya sangat jelek baru brp menit sudah rusak,Negative
nggak bisa jalan kereta nya.. anakqu jadi kecewa,Negative
"barang tidak sampai, mengecewakan sekali",Negative
barang tidak berfungsi/tidak bisa jalan.,Negative
barangnya datang dalam keadaan tidak bagus,Negative
"Barang rusak ga berfungsi sama sekali� ga bisa di mainin sama sekali, parahhh",Negative
"bahannya plastik jelek, suaranya kecil banget, lampunya jg gk terlalu terang, bru jg dimainin udah patah",Negative
Mainannya rusak gak bisa dipake,Negative
"PRODUK CACAT KEPALANYA PENYOK, MINTA TUKAR GAK DIKASIH",Negative
JELEK BARU DICOBA 2KALI UDAH RUSAK. . GIGINYA GA BISA DI PENCET LAGI,Negative
Beli 3 dikirim 2 doang. Balikin duit gw penipu!,Negative
kualitas main amat buruk.,Negative
bahannya jelek kualitasnya sangat jelek baru brp menit sudah rusak,Negative
jelek barang sampai disini udah rusak GK bisa jalan,Negative
saya belom menerima paket ini kenapa sudah selesai yah gimana sih!!!!,Negative
"barang jelek, baru juga mau di pake udah gosong, segel udh kebuka,",Negative
"Barang basah berair dan bau Kwalitas tidak bagus, tidak spt digambar Cat nya byk yg terkelupas",Negative
Cat nya jelek banget.. detailing nya jelek parah.. murah sih.. tapi ya gitu.. jelek,Negative
"PRODUK CACAT KEPALANYA PENYOK, MINTA TUKAR GAK DIKASIH",Negative
buruk,Negative
saya belom menerima paket ini kenapa sudah selesai yah gimana sih!!!!,Negative
"tiba2 selesai padahal gak ada barang yang datang sama sekali, penipu ya?",Negative
"Blm dimainin barang udh cacat mana no angkanya ada yg pudar lagi, parah dah",Negative
masa baru dateng langsung rusak,Negative
"barang jelek, mudah sobek",Negative
Cacat gitu jidatnya..mana jelas bgt lagi..hadeeuuhh,Negative
SENDINYA GA SERET SAMA SEKALI !! LOSSSSSS GA BISA BUAT JADI STAND !!! MEYESELL BANGET !!!!,Negative
"BELI 18 BIJI , DI TELP SAMA TOKO.. TERNYATA BARANG GK ADA N D TAWARIN GANTI YANG MURAH. SAYA GAK MAU. EH TETAP DIKIRIM AMONG US YG BUKAN UV! SAYA KAN SUDAH BILANG TIDAK MAU! RUGI 526 .",Negative
pesan model love yg dtang mickey.anak we jdi ngamuk.di cat ktanya ready yg love.klo ga ada bilang,Negative
bocor payahlah ga di periksa dulu,Negative
"PACKING ASAL BARANG SANGAT MENGECEWAKAN,KOTOR, BOCOR, MUSIKNYA JG GA JALAN,BANYAK BARET",Negative
"jelak.. ada yg patah, pedang pada meletot semua, apa lagi warna ya ada yg salah.. fatal",Negative
cacat gaming,Negative
"GW PESEN APA DIKASIH WARNA APA, GILA NI YG JUAL",Negative
Harga mahal dan ga sesuai ekspetasi. Cat ga rapih dan bahan kyk plastik murahan,Negative
"yg dikirim beda barang yg lebih murah, selisih 16.703 ...eh rusak pula.. mau retur tapi maenannya dah terlanjur dibuka...yauda gw minta balikin selisih nya aja dg suruh isiin pulsa gw aja 15rb... udah 6hari pulsa ga masuk2..ditanyain jawab nya ok doang... PARAH GA AMANAH!!!",Negative
"kartunya kw semua,katanya ori gimana sih",Negative
kotaknya jelek! penyok! bungkus seadanya doang,Negative
Udah sampenya lama bgd semingguan trs pas barangnya di coba malah patah. Sialan kan!,Negative
No good !!! Tidak puassss,Negative
"Proses kemas/kirim LAMA, seller ditanya hanya jawab MOHON SABAR, MOHON TUNGGU. Tidak kasih kepastian kapan kirim. Hrs nya dijawab BISA / TIDAK. End up barang di pickup sendiri ke gudang kurir krn perlu.",Negative
"tokonya tidak sportif, tidak koperatif pengalaman buruk belanja di toko ini barang cacat diajukan keluhan tapi tidak bertanggung jawab di chat lewat Tokped ataupun WA tapi tanggapannya muter muter doang kebanyakan basa basi padahal tidak mau bertanggung jawab lu makan tuh uang ***** buat **** istri lu hati hati dengan toko ini",Negative
"Jualan kok ngotottt, nggak laku toko nya bang?",Negative
"pengiriman lama banget, dough nya juga jelek banget ga lentur, ga seperti biasanya",Negative
"Paket mulus sampai di tujuan, toko juga sudah terpercaya. Mantab??",Positive
"suka....anak jd seneng meronce.sesuai pesenanya,barangnya jg bagus. mksh",Positive
"begitu sampe langsung dibuat kreasi, anak2 seneng bgt. pengiriman jg cepat, makasih seller",Positive
respon dan barang di proses dengan cepat thx kyou!! recommended banget.!!,Positive
anak saya suka ??. Aman untuk si kecil!.,Positive
mantep bgt pokoknya bagus bola nya warna warni dan gak ada yang penyok.. bagus deh anak saya suka ??,Positive
Bagus�sesuatu ekspektasi ???? recommended seller,Positive
mantaaappp bagus kereeennn??????????,Positive
"Barang mantap anak saya suka,dah gitu pengiriman cepat banget hari ini pesan besok dah sampe",Positive
"Pelayanan bagus, mantap, rekomen banget beli disini. Terima kasih.",Positive
bagus banget mainan nya anak2 aku suka,Positive
"bagus bengedd, sesuai ekspektasi jugaaa",Positive
barang sesuai deskripsi pengiriman cepat??????????????????????????????????????????????????????????????????????????????????????????,Positive
Cantik Banget,Positive
"sampe cepet ..makasihh yahh,,anak aku seneng bangettt..",Positive
mantaaaaap sesuai dengan �g di gambar nya jujur dan amanah seler nya .ngak nyesel belanja di toko ini .pokok nya mantaaaaap deh,Positive
"Pesanan cepat diproses, packing rapi, sesuai pesanan. juragan mantab. ?????? selalu Repeat order kesini.",Positive
Aku suka banget... next pengen nyobain semua rasanya nyaman ketika digunakan.,Positive
"Suka banget ama slamenya, bonusnya byk. Pengiriman cepat, semoga makin sukses seller",Positive
Suka banget wangi bgt teksturnya juga bagus bangeetPacking rapi ??,Positive
bagus banget..top,Positive
"Mantap, gk pernah kecewa belanja disini. Figure sesuai foto. Kawaii banget Nezuko-chan Wangy wangyyy. Hehe becanda om ??",Positive
"mantap gan , barang sudah sampai dengan aman , makasih gan ??",Positive
bagus banget barang nya:),Positive
bagus bgt sumpah...harga juga murah bgt,Positive
MANTEB BANGETTT??? lov it!,Positive
"mobilnya bagus bgt , pengiriman super cepat harga terjangkau ??????",Positive
"mantap banget, recomend. barang yg diterima sesuai gambar!.",Positive
okeeee..... siiipps..... kereeennn abis utk tempatbhotwhealsnya gan,Positive
Keren Banget Sempurna,Positive
secara overall ok banget,Positive
Mainannya bagus banget ??????,Positive
keren banget.....anak saya suka banget...,Positive
Sukaa sekaliiii.. sellernya juga responded banget.. terima kasih ya.. sukses untuk seller,Positive
"barangnya kerennnn banget. sayangnya bungkusnya hanya plastik biasa. shg terkesan kurang premium. overall, kuereennnn. terimakasih",Positive
bagus banget,Positive
"Kualitas oke sesuai harga, tapi keren parah ??????",Positive
"mantap, sesuai deskripsi dan gambar",Positive
"First time beli, gak pake ragu,... pokoknya worth it banget,",Positive
the best banget dan pengiriman juga cepat,Positive
"saya sarankan jangan transaksi sama toko ini, pesanan saya sampai saat ini belum dikirim... selalu bohong klo ditanya...",Negative
lain kali tolong lah di cek baik baik sebelum di bungkus,Negative
Barang tidak pernah sampai... malah disuruh ngambil sendiri... ngga rekomen banget,Negative
BARANG TIDAK DATANG DANA GK KEMBALI,Negative
Parah ini toko ga ada tanggung jawab nya,Negative
"ga adda mesin nya,, jangan di beli...",Negative
"mentang2 dapetnya gratis dari tokped , ehh dikirimnyapun seenak jidat , packing jelek , mainannya gak dicek dulu , rodanya depannya gak ada , jadi keretanya gak bisa jalan , sorry gak difoto ,keburu kesel , sekarang pun mainannya udh ancur kayaknya sama ponakan saya.. next kalo ada pesanan jangan diliat dari apapun ya , cukup layani aja dengan penuh hati ..",Negative
Hati hati guys gua beli tiga terus satu bener bener gabisa dipake. Sengaja ngasih bintang satu lagian gua chat abangnya ga respon,Negative
